1 2 3.96277e-24
1.00007 2.00021 -0.000916297
1.00023 2.00076 -0.00327898
1.00034 2.00112 -0.00480072
1.00044 2.00147 -0.00632245
1.00055 2.00183 -0.00784419
1.00065 2.00219 -0.00936593
1.00107 2.00367 -0.015539
1.00126 2.00434 -0.0182567
1.00145 2.00502 -0.0209745
1.00164 2.00569 -0.0236923
1.00183 2.00637 -0.0264101
1.00202 2.00704 -0.0291279
1.00221 2.00772 -0.0318456
1.00297 2.01041 -0.0420488
1.0033 2.01153 -0.045734
1.00363 2.01264 -0.0494193
1.00396 2.01376 -0.0531045
1.00429 2.01488 -0.0567897
1.00462 2.016 -0.0604749
1.00495 2.01712 -0.0641601
1.00528 2.01823 -0.0678453
1.00561 2.01935 -0.0715306
1.00684 2.02342 -0.0843022
1.00741 2.0251 -0.0882555
1.00798 2.02678 -0.0922087
1.00855 2.02846 -0.0961619
1.00913 2.03015 -0.100115
1.0097 2.03183 -0.104068
1.01027 2.03351 -0.108022
1.01084 2.03519 -0.111975
1.01141 2.03687 -0.115928
1.01198 2.03856 -0.119881
1.01256 2.04024 -0.123835
1.01313 2.04192 -0.127788
1.01526 2.04798 -0.141166
1.01619 2.05032 -0.145079
1.01712 2.05265 -0.148993
1.01805 2.05498 -0.152906
1.01897 2.05731 -0.156819
1.0199 2.05964 -0.160733
1.02083 2.06197 -0.164646
1.02176 2.0643 -0.168559
1.02268 2.06663 -0.172473
1.02361 2.06896 -0.176386
1.02454 2.0713 -0.180299
1.02547 2.07363 -0.184213
1.02639 2.07596 -0.188126
1.02732 2.07829 -0.192039
1.03058 2.08629 -0.205088
1.03201 2.08932 -0.209027
1.03344 2.09236 -0.212965
1.03487 2.09539 -0.216903
1.0363 2.09843 -0.220841
1.03773 2.10146 -0.224779
1.03916 2.10449 -0.228717
1.04059 2.10753 -0.232656
1.04203 2.11056 -0.236594
1.04346 2.1136 -0.240532
1.04489 2.11663 -0.24447
1.04632 2.11966 -0.248408
1.04775 2.1227 -0.252346
1.04918 2.12573 -0.256284
1.05061 2.12876 -0.260223
1.05204 2.1318 -0.264161
1.05347 2.13483 -0.268099
1.05868 2.1453 -0.280942
1.06079 2.14905 -0.284858
1.06291 2.15281 -0.288773
1.06502 2.15656 -0.292689
1.06714 2.16031 -0.296604
1.06925 2.16407 -0.30052
1.07136 2.16782 -0.304435
1.07348 2.17157 -0.308351
1.07559 2.17533 -0.312266
1.07771 2.17908 -0.316182
1.07982 2.18283 -0.320097
1.08194 2.18659 -0.324013
1.08405 2.19034 -0.327928
1.08617 2.19409 -0.331844
1.08828 2.19785 -0.335759
1.0904 2.2016 -0.339675
1.09251 2.20535 -0.34359
1.09463 2.20911 -0.347505
1.09674 2.21286 -0.351421
1.10435 2.22548 -0.363936
1.10736 2.22991 -0.367877
1.11037 2.23433 -0.371817
1.11339 2.23876 -0.375758
1.1164 2.24319 -0.379699
1.11941 2.24761 -0.38364
1.12242 2.25204 -0.387581
1.12543 2.25647 -0.391522
1.12845 2.26089 -0.395463
1.13146 2.26532 -0.399404
1.13447 2.26975 -0.403344
1.13748 2.27417 -0.407285
1.14049 2.2786 -0.411226
1.14351 2.28303 -0.415167
1.14652 2.28745 -0.419108
1.14953 2.29188 -0.423049
1.15254 2.29631 -0.42699
1.15555 2.30073 -0.430931
1.15857 2.30516 -0.434871
1.16158 2.30959 -0.438812
1.16459 2.31401 -0.442753
1.17495 2.32827 -0.45496
1.17902 2.33323 -0.458868
1.18309 2.33819 -0.462776
1.18716 2.34316 -0.466683
1.19123 2.34812 -0.470591
1.1953 2.35308 -0.474499
1.19937 2.35804 -0.478407
1.20344 2.36301 -0.482315
1.20751 2.36797 -0.486222
1.21158 2.37293 -0.49013
1.21565 2.37789 -0.494038
1.21972 2.38286 -0.497946
1.22379 2.38782 -0.501854
1.22786 2.39278 -0.505762
1.23193 2.39774 -0.509669
1.236 2.40271 -0.513577
1.24007 2.40767 -0.517485
1.24414 2.41263 -0.521393
1.24821 2.41759 -0.525301
1.25228 2.42256 -0.529209
1.25635 2.42752 -0.533116
1.26042 2.43248 -0.537024
1.26449 2.43744 -0.540932
1.27764 2.45263 -0.552727
1.28277 2.45788 -0.556663
1.28791 2.46313 -0.560599
1.29304 2.46838 -0.564535
1.29818 2.47363 -0.568471
1.30331 2.47888 -0.572407
1.30845 2.48413 -0.576343
1.31358 2.48938 -0.580279
1.31872 2.49463 -0.584215
1.32385 2.49988 -0.588151
1.32898 2.50513 -0.592087
1.33412 2.51038 -0.596023
1.33925 2.51563 -0.599959
1.34439 2.52088 -0.603895
1.34952 2.52613 -0.607831
1.35466 2.53138 -0.611766
1.35979 2.53663 -0.615702
1.36493 2.54188 -0.619638
1.37006 2.54713 -0.623574
1.3752 2.55238 -0.62751
1.38033 2.55763 -0.631446
1.38547 2.56288 -0.635382
1.3906 2.56813 -0.639318
1.39573 2.57338 -0.643254
1.40087 2.57863 -0.64719
1.41654 2.59398 -0.658291
1.42269 2.59933 -0.661719
1.42885 2.60467 -0.665148
1.435 2.61002 -0.668576
1.44116 2.61537 -0.672004
1.44732 2.62071 -0.675432
1.45347 2.62606 -0.678861
1.45963 2.6314 -0.682289
1.46578 2.63675 -0.685717
1.47194 2.6421 -0.689145
1.4781 2.64744 -0.692574
1.48425 2.65279 -0.696002
1.49041 2.65813 -0.69943
1.49656 2.66348 -0.702858
1.50272 2.66883 -0.706287
1.50888 2.67417 -0.709715
1.51503 2.67952 -0.713143
1.52119 2.68486 -0.716571
1.52734 2.69021 -0.72
1.5335 2.69555 -0.723428
1.53966 2.7009 -0.726856
1.54581 2.70625 -0.730284
1.55197 2.71159 -0.733713
1.55812 2.71694 -0.737141
1.56428 2.72228 -0.740569
1.57044 2.72763 -0.743997
1.57659 2.73298 -0.747426
1.59443 2.74802 -0.756422
1.60146 2.75346 -0.75893
1.60849 2.75889 -0.761439
1.61552 2.76433 -0.763947
1.62256 2.76977 -0.766456
1.62959 2.77521 -0.768964
1.63662 2.78064 -0.771473
1.64366 2.78608 -0.773982
1.65069 2.79152 -0.77649
1.65772 2.79696 -0.778999
1.66476 2.8024 -0.781507
1.67179 2.80783 -0.784016
1.67882 2.81327 -0.786524
1.68586 2.81871 -0.789033
1.69289 2.82415 -0.791542
1.69992 2.82958 -0.79405
1.70695 2.83502 -0.796559
1.71399 2.84046 -0.799067
1.72102 2.8459 -0.801576
1.72805 2.85134 -0.804085
1.73509 2.85677 -0.806593
1.74212 2.86221 -0.809102
1.74915 2.86765 -0.81161
1.75619 2.87309 -0.814119
1.76322 2.87853 -0.816627
1.77025 2.88396 -0.819136
1.77729 2.8894 -0.821645
1.78432 2.89484 -0.824153
1.79135 2.90028 -0.826662
1.81081 2.91499 -0.832833
1.81852 2.92057 -0.834653
1.82624 2.92614 -0.836473
1.83395 2.93171 -0.838293
1.84167 2.93728 -0.840112
