1,2,0.785398,
1.00172,2.00065,0.78967,
1.00186,2.0007,0.789987,
1.002,2.00076,0.790303,
1.00214,2.00081,0.79062,
1.00227,2.00087,0.790937,
1.00241,2.00092,0.791253,
1.00255,2.00098,0.79157,
1.00269,2.00103,0.791887,
1.00283,2.00109,0.792203,
1.00297,2.00115,0.79252,
1.00311,2.0012,0.792836,
1.00325,2.00126,0.793153,
1.00339,2.00131,0.79347,
1.00353,2.00137,0.793786,
1.00367,2.00142,0.794103,
1.00381,2.00148,0.794419,
1.00395,2.00153,0.794736,
1.00409,2.00159,0.795053,
1.00423,2.00165,0.795369,
1.00437,2.0017,0.795686,
1.00451,2.00176,0.796002,
1.00465,2.00181,0.796319,
1.00479,2.00187,0.796636,
1.00493,2.00192,0.796952,
1.00507,2.00198,0.797269,
1.00521,2.00203,0.797586,
1.00535,2.00209,0.797902,
1.00549,2.00215,0.798219,
1.00563,2.0022,0.798535,
1.00577,2.00226,0.798852,
1.00591,2.00231,0.799169,
1.00605,2.00237,0.799485,
1.00619,2.00242,0.799802,
1.00633,2.00248,0.800118,
1.00647,2.00253,0.800435,
1.00661,2.00259,0.800752,
1.00675,2.00265,0.801068,
1.00689,2.0027,0.801385,
1.00703,2.00276,0.801701,
1.00717,2.00281,0.802018,
1.00731,2.00287,0.802335,
1.00745,2.00292,0.802651,
1.00759,2.00298,0.802968,
1.00773,2.00303,0.803285,
1.00787,2.00309,0.803601,
1.00801,2.00315,0.803918,
1.00815,2.0032,0.804234,
1.01719,2.00681,0.824588,
1.0175,2.00695,0.825165,
1.01782,2.0071,0.825742,
1.01813,2.00724,0.826318,
1.01845,2.00739,0.826895,
1.01877,2.00753,0.827471,
1.01908,2.00768,0.828048,
1.0194,2.00782,0.828625,
1.01971,2.00797,0.829201,
1.02003,2.00811,0.829778,
1.02034,2.00826,0.830354,
1.02066,2.0084,0.830931,
1.02098,2.00855,0.831508,
1.02129,2.00869,0.832084,
1.02161,2.00884,0.832661,
1.02192,2.00898,0.833237,
1.02224,2.00913,0.833814,
1.02255,2.00927,0.834391,
1.02287,2.00942,0.834967,
1.02319,2.00956,0.835544,
1.0235,2.00971,0.83612,
1.02382,2.00985,0.836697,
1.02413,2.01,0.837274,
1.02445,2.01014,0.83785,
1.02476,2.01029,0.838427,
1.02508,2.01043,0.839003,
1.0254,2.01058,0.83958,
1.02571,2.01072,0.840157,
1.02603,2.01087,0.840733,
1.02634,2.01101,0.84131,
1.02666,2.01116,0.841886,
1.02698,2.0113,0.842463,
1.02729,2.01145,0.84304,
1.02761,2.01159,0.843616,
1.02792,2.01174,0.844193,
1.02824,2.01188,0.844769,
1.02855,2.01203,0.845346,
1.02887,2.01217,0.845923,
1.02919,2.01232,0.846499,
1.0295,2.01246,0.847076,
1.02982,2.01261,0.847652,
1.03013,2.01275,0.848229,
1.03045,2.0129,0.848806,
1.03076,2.01304,0.849382,
1.03108,2.01319,0.849959,
1.0314,2.01333,0.850535,
1.03171,2.01348,0.851112,
1.03203,2.01362,0.851689,
1.03234,2.01377,0.852265,
1.03266,2.01391,0.852842,
1.03297,2.01406,0.853418,
1.03329,2.0142,0.853995,
1.03361,2.01435,0.854572,
1.03392,2.01449,0.855148,
1.03424,2.01464,0.855725,
1.03455,2.01478,0.856301,
1.03487,2.01493,0.856878,
1.03518,2.01507,0.857455,
1.0355,2.01522,0.858031,
1.03582,2.01536,0.858608,
1.03613,2.01551,0.859184,
1.03645,2.01565,0.859761,
1.03676,2.0158,0.860338,
1.03708,2.01594,0.860914,
1.03739,2.01609,0.861491,
1.03771,2.01623,0.862067,
1.03803,2.01638,0.862644,
1.03834,2.01652,0.863221,
1.03866,2.01667,0.863797,
1.03897,2.01681,0.864374,
1.03929,2.01696,0.86495,
1.03961,2.0171,0.865527,
1.03992,2.01725,0.866104,
1.04024,2.01739,0.86668,
1.04055,2.01754,0.867257,
1.04087,2.01768,0.867833,
1.04118,2.01782,0.86841,
1.0415,2.01797,0.868987,
1.04182,2.01811,0.869563,
1.04213,2.01826,0.87014,
1.04245,2.0184,0.870717,
1.04276,2.01855,0.871293,
1.04308,2.01869,0.87187,
1.04339,2.01884,0.872446,
1.04371,2.01898,0.873023,
1.04403,2.01913,0.8736,
1.04434,2.01927,0.874176,
1.04466,2.01942,0.874753,
1.04497,2.01956,0.875329,
1.04529,2.01971,0.875906,
1.0456,2.01985,0.876483,
1.04592,2.02,0.877059,
1.04624,2.02014,0.877636,
1.04655,2.02029,0.878212,
1.04687,2.02043,0.878789,
1.04718,2.02058,0.879366,
1.0475,2.02072,0.879942,
1.04781,2.02087,0.880519,
1.04813,2.02101,0.881095,
1.04845,2.02116,0.881672,
1.04876,2.0213,0.882249,
1.04908,2.02145,0.882825,
1.04939,2.02159,0.883402,
1.04971,2.02174,0.883978,
1.05002,2.02188,0.884555,
1.05034,2.02203,0.885132,
1.05066,2.02217,0.885708,
1.05097,2.02232,0.886285,
1.05129,2.02246,0.886861,
1.0516,2.02261,0.887438,
1.07088,2.03153,0.922288,
1.07139,2.03184,0.922874,
1.07191,2.03214,0.923459,
1.07242,2.03245,0.924045,
1.07294,2.03276,0.924631,
1.07345,2.03306,0.925217,
1.07397,2.03337,0.925803,
1.07448,2.03367,0.926388,
1.07499,2.03398,0.926974,
1.07551,2.03429,0.92756,
1.07602,2.03459,0.928146,
1.07654,2.0349,0.928731,
1.07705,2.03521,0.929317,
1.07757,2.03551,0.929903,
1.07808,2.03582,0.930489,
1.07859,2.03613,0.931074,
1.07911,2.03643,0.93166,
1.07962,2.03674,0.932246,
1.08014,2.03705,0.932832,
1.08065,2.03735,0.933418,
1.08117,2.03766,0.934003,
1.08168,2.03797,0.934589,
1.0822,2.03827,0.935175,
1.08271,2.03858,0.935761,
1.08322,2.03889,0.936346,
1.08374,2.03919,0.936932,
1.08425,2.0395,0.937518,
1.08477,2.03981,0.938104,
1.08528,2.04011,0.938689,
1.0858,2.04042,0.939275,
1.08631,2.04073,0.939861,
1.08682,2.04103,0.940447,
1.08734,2.04134,0.941032,
1.08785,2.04165,0.941618,
1.08837,2.04195,0.942204,
1.08888,2.04226,0.94279,
1.0894,2.04257,0.943376,
1.08991,2.04287,0.943961,
1.09042,2.04318,0.944547,
1.09094,2.04349,0.945133,
1.09145,2.04379,0.945719,
1.09197,2.0441,0.946304,
1.09248,2.04441,0.94689,
1.093,2.04471,0.947476,
1.09351,2.04502,0.948062,
1.09403,2.04533,0.948647,
1.09454,2.04563,0.949233,
1.09505,2.04594,0.949819,
1.09557,2.04625,0.950405,
1.09608,2.04655,0.950991,
1.0966,2.04686,0.951576,
1.09711,2.04717,0.952162,
1.09763,2.04747,0.952748,
1.09814,2.04778,0.953334,
1.09865,2.04808,0.953919,
1.09917,2.04839,0.954505,
1.09968,2.0487,0.955091,
1.1002,2.049,0.955677,
1.10071,2.04931,0.956262,
1.10123,2.04962,0.956848,
1.10174,2.04992,0.957434,
1.10226,2.05023,0.95802,
1.10277,2.05054,0.958606,
1.10328,2.05084,0.959191,
1.1038,2.05115,0.959777,
1.10431,2.05146,0.960363,
1.10483,2.05176,0.960949,
1.10534,2.05207,0.961534,
1.10586,2.05238,0.96212,
1.10637,2.05268,0.962706,
1.10688,2.05299,0.963292,
1.1074,2.0533,0.963877,
1.10791,2.0536,0.964463,
1.10843,2.05391,0.965049,
1.10894,2.05422,0.965635,
1.10946,2.05452,0.96622,
1.10997,2.05483,0.966806,
1.11048,2.05514,0.967392,
